,Discovery_Method,Discovery_Year,Solution_type,Planet_Orbital_Period_[day],Planet_Orbital_SemiMajorAxis_[day],Planet_Radius_[Earth_radius],Planet_Mass_[Earth_mass],Planet_Mass_Provenance,Planet_Eccentricity,Planet_Eq_Temperature_[K],Stellar_Effective_Temperature_[K],Stellar_Radius_[Solar_radius],Stellar_Mass_[Solar_mass],Stellar_Metallicity_[dex],Stellar_Metallicity_Radio,Stellar_Surface_Gravity_[log10(cm/s**2)],Number_Stars,Number_Planets,System_Distance_[pc],System_V_Magnitude,System_Ks_Magnitude,System_Gaia_Magnitude
154,Transit,2016,Published Confirmed,0.571292,0.0116,1.52,8.36,Mass,0.0,2333.0,5470.0,0.87,0.94,-0.025,[Fe/H],4.53,1,2,244.59,12.101,10.344,11.9535
155,Transit,2016,Published Confirmed,13.3387,0.1071,2.77,5.7,Mass,,722.0,5496.0,0.95,0.92,0.06,[Fe/H],4.42,1,2,244.59,12.101,10.344,11.9535
156,Transit,2016,Published Confirmed,13.3397,0.105,2.5,5.8,Mass,0.18,774.0,5470.0,0.87,0.94,-0.025,[Fe/H],4.53,1,2,244.59,12.101,10.344,11.9535
157,Transit,2018,Published Confirmed,6.180235,0.07229,11.781,953.49,Mass,,1401.0,6202.0,1.59,1.32,0.141,[Fe/H],4.16,2,1,372.632,11.237,9.893,11.2549
158,Transit,2018,Published Confirmed,3650.0,4.5,12.442,4131.79,Mass,0.0,183.0,4898.0,2.7,0.9,-0.23,[Fe/H],3.52,1,1,551.886,12.353,10.148,12.1722
159,Transit,2020,Published Confirmed,3.5951,0.047,1.95,8.75,Mass,0.06,1616.0,5430.0,1.71,1.05,0.2,[Fe/H],3.99,1,3,321.296,11.429,9.714,11.4019
160,Transit,2020,Published Confirmed,15.624,0.13,3.67,14.67,Mass,0.07,990.0,5430.0,1.71,1.05,0.2,[Fe/H],3.99,1,3,321.296,11.429,9.714,11.4019
161,Transit,2020,Published Confirmed,35.747,0.22,3.94,10.18,Mass,0.15,752.0,5430.0,1.71,1.05,0.2,[Fe/H],3.99,1,3,321.296,11.429,9.714,11.4019
162,Imaging,2008,Published Confirmed,,800.0,,5085.28,Mass,,2375.0,2838.0,,0.05,,,,1,1,,,9.324,15.2412
163,Transit,2015,Published Confirmed,1.6289287,0.01533,1.43,1.63,Mass,,644.0,,0.26,0.18,,,4.88,1,2,12.613,13.68,8.322,12.138
164,Transit,2015,Published Confirmed,1.62893,,1.16,1.62,Mass,0.0,409.0,3270.0,0.21,0.18,-0.12,[Fe/H],,1,2,12.613,13.68,8.322,12.138
165,Transit,2015,Published Confirmed,1.628931,0.0153,1.13,1.66,Mass,0.22,529.0,3270.0,0.21,0.18,,,,1,2,12.613,13.68,8.322,12.138
166,Transit,2015,Published Confirmed,,,,1.58,Mass,,,,,,,,,1,2,12.613,13.68,8.322,12.138
167,Transit,2009,Published Confirmed,1.58040433,0.0149,2.742,8.17,Mass,0.063,596.0,3250.0,0.21,0.18,0.29,[Fe/H],5.03,1,1,14.6427,15.1,8.782,13.0089
168,Transit,2009,Published Confirmed,1.58040482,,2.65,6.45,Mass,,,3170.0,0.18,0.16,0.0,[Fe/H],5.12,1,1,14.6427,15.1,8.782,13.0089
169,Transit,2009,Published Confirmed,1.58040456,0.01411,2.847,6.26125,Mass,,,3026.0,0.22,0.15,0.39,[Fe/H],4.94,1,1,14.6427,15.1,8.782,13.0089
170,Transit,2009,Published Confirmed,1.58040487,,2.74,6.37,Mass,,547.0,2949.0,0.21,0.15,,,4.94,1,1,14.6427,15.1,8.782,13.0089
171,Transit,2009,Published Confirmed,1.5803925,,2.678,6.55,Mass,0.14,555.0,3026.0,0.21,0.16,,,4.99,1,1,14.6427,15.1,8.782,13.0089
172,Transit,2009,Published Confirmed,1.58040482,,2.27,6.43,Mass,,,,0.21,0.16,,,4.99,1,1,14.6427,15.1,8.782,13.0089
173,Transit,2020,Published Confirmed,0.5182349,0.00916,1.193,2.09,Mass,0.0,1089.0,3458.0,0.39,0.38,0.1,[Fe/H],,1,1,20.373,12.68,7.915,11.2364
174,Transit,2019,Published Confirmed,35.61253,0.1915,2.61,22.7,Mass,0.188,422.0,4640.0,0.69,0.73,0.003,[Fe/H],4.61,1,2,16.32,8.08,5.375,7.67906
175,Transit,2019,Published Confirmed,35.589,0.1932,,30.63,Mass,0.325,,,0.73,0.76,,,,1,2,16.32,8.08,5.375,7.67906
176,Radial Velocity,2007,Published Confirmed,692.0,1.15,,794.5,Mass,0.11,,3510.0,,0.42,0.36,[Fe/H],,1,2,15.1968,12.4,7.028,10.7539
177,Radial Velocity,2012,Published Confirmed,3.3366487,0.031,3.88,13.73,Mass,0.017,604.0,3652.0,0.48,0.51,0.18,[Fe/H],4.78,1,1,29.4214,12.332,7.989,11.3537
178,Radial Velocity,2012,Published Confirmed,3.3366496,0.0355,4.57,13.9,Mass,,594.0,3600.0,0.55,0.54,0.2,[Fe/H],4.7,1,1,29.4214,12.332,7.989,11.3537
179,Radial Velocity,2012,Published Confirmed,3.336649,0.03596,4.32,14.1,Mass,,,,0.53,0.56,,,4.74,1,1,29.4214,12.332,7.989,11.3537
180,Radial Velocity,2012,Published Confirmed,3.33665,0.03557,4.83,13.9,Mass,,,3600.0,0.57,0.54,0.2,[Fe/H],4.66,1,1,29.4214,12.332,7.989,11.3537
181,Radial Velocity,2012,Published Confirmed,3.33714,0.0348,4.2,14.0,Mass,0.051,615.0,3600.0,0.5,0.54,,,,1,1,29.4214,12.332,7.989,11.3537
182,Radial Velocity,2012,Published Confirmed,3.336649,,3.88,12.58,Mass,0.114,615.0,3652.0,0.48,0.51,0.2,[Fe/H],4.66,1,1,29.4214,12.332,7.989,11.3537
183,Transit,2020,Published Confirmed,1.1980035,0.01589,1.264,1.86,Mass,0.0,773.0,3347.0,0.36,0.36,0.11,[Fe/H],4.81,2,2,27.3644,13.74,8.829001,12.465
184,Transit,2019,Published Confirmed,3.93072,0.035,1.217,1.84,Mass,,525.0,3505.0,0.34,0.34,-0.12,[Fe/H],4.94,1,3,9.44181,10.91,6.475,9.88036
185,Radial Velocity,2010,Published Confirmed,2.64561,0.0287,,8.4,Mass,0.08,,,0.43,0.45,,,,1,1,20.3779,11.938,7.47,10.9233
186,Transit,2021,Published Confirmed,0.321962,0.0071,0.718,0.546,Mass,0.0,1745.0,3522.0,0.46,0.45,-0.01,[Fe/H],4.78,1,1,9.41263,10.153,5.78,9.15159
187,Transit,2022,Published Confirmed,2.6162745,0.02569,1.15,1.21,Mass,,569.0,3369.0,0.32,0.31,0.0,[Fe/H],4.84,1,1,15.8095,12.675,7.869,11.5109
188,Radial Velocity,2004,Published Confirmed,,,,21.67601,Mass,0.1495,,,,0.45,-0.03,[Fe/H],,1,1,9.75321,10.67,6.073,9.57148
189,Radial Velocity,2004,Published Confirmed,2.6,0.029,4.26,23.201,Mass,0.2,650.0,,,,,,,1,1,9.75321,10.67,6.073,9.57148
190,Radial Velocity,2004,Published Confirmed,2.64386,0.02872,4.2,23.1,Mass,,,,0.45,,,,,1,1,9.75321,10.67,6.073,9.57148
191,Radial Velocity,2004,Published Confirmed,2.64389524,0.02887,4.091,23.42407,Mass,,669.0,3500.0,0.45,0.46,-0.03,[Fe/H],4.79,1,1,9.75321,10.67,6.073,9.57148
192,Radial Velocity,2004,Published Confirmed,2.64388312,0.0291,4.17,22.1,Mass,0.13827,,,0.46,0.47,,,4.79,1,1,9.75321,10.67,6.073,9.57148
193,Radial Velocity,2004,Published Confirmed,2.64385,0.02872,4.222,23.1688,Mass,,649.0,3350.0,0.46,0.45,-0.03,[Fe/H],4.84,1,1,9.75321,10.67,6.073,9.57148
194,Radial Velocity,2004,Published Confirmed,2.64389803,,,25.4,Mass,0.1616,,3479.0,0.45,0.45,,,,1,1,9.75321,10.67,6.073,9.57148
195,Radial Velocity,2004,Published Confirmed,2.64389788,0.03109,4.191,23.13802,Mass,0.15,686.0,3350.0,,,-0.15,[Fe/H],4.43,1,1,9.75321,10.67,6.073,9.57148
196,Radial Velocity,2004,Published Confirmed,2.64389803,0.0308,4.1,25.4,Mass,0.1616,,3416.0,0.46,0.56,0.02,[Fe/H],4.84,1,1,9.75321,10.67,6.073,9.57148
197,Radial Velocity,2021,Published Confirmed,1.467119,0.01734,1.305,2.82,Mass,0.05,701.0,3340.0,0.33,0.32,0.07,[Fe/H],,1,1,8.07426,11.39,6.362,10.094
198,Imaging,2013,Published Confirmed,,43.5,,1271.3,Mass,,510.0,6234.0,,1.22,0.28,[Fe/H],4.6,1,1,17.5299,5.18799,4.033,5.04156
199,Radial Velocity,2010,Published Confirmed,1051.1,1.812,,2129.461,Mass,0.323,,,,,,,,2,4,16.0272,9.58,5.825,8.86517
200,Radial Velocity,1998,Published Confirmed,61.087,0.218585,,845.3,Mass,0.0368,,,,0.37,,,,1,4,4.67517,10.16,5.01,8.8753
201,Radial Velocity,1998,Published Confirmed,61.1166,0.208317,,723.2235,Mass,0.0324,,,0.3,0.32,,,,1,4,4.67517,10.16,5.01,8.8753
202,Radial Velocity,1998,Published Confirmed,60.83,0.20774,,804.076,Mass,0.0338,,3271.0,0.35,0.34,,,4.87,1,4,4.67517,10.16,5.01,8.8753
203,Radial Velocity,1998,Published Confirmed,61.065,0.211,,839.04,Mass,0.031,,,,0.33,0.05,[Fe/H],,1,4,4.67517,10.16,5.01,8.8753
204,Radial Velocity,2000,Published Confirmed,30.259,0.132,,273.32,Mass,0.265,,,,0.33,0.05,[Fe/H],,1,4,4.67517,10.16,5.01,8.8753
205,Radial Velocity,2000,Published Confirmed,30.455,0.13065,,251.075,Mass,0.2632,,3271.0,0.35,0.34,,,4.87,1,4,4.67517,10.16,5.01,8.8753
206,Radial Velocity,2000,Published Confirmed,30.0881,0.12959,,226.9846,Mass,0.25591,,,0.3,0.32,,,,1,4,4.67517,10.16,5.01,8.8753
207,Radial Velocity,2000,Published Confirmed,30.0784,0.135989,,266.2,Mass,0.2531,,,,0.37,,,,1,4,4.67517,10.16,5.01,8.8753
208,Radial Velocity,2005,Published Confirmed,1.93774,0.020807,,7.53,Mass,0.0,,3271.0,0.35,0.34,,,4.87,1,4,4.67517,10.16,5.01,8.8753
209,Radial Velocity,2005,Published Confirmed,1.93778,0.020807,,6.83,Mass,0.207,,,0.3,0.32,,,,1,4,4.67517,10.16,5.01,8.8753
210,Radial Velocity,2005,Published Confirmed,1.937848,0.021839,,7.49,Mass,0.119,,,,0.37,,,,1,4,4.67517,10.16,5.01,8.8753
211,Radial Velocity,2010,Published Confirmed,124.5,0.3514,,16.58,Mass,0.031,,,,0.37,,,,1,4,4.67517,10.16,5.01,8.8753
212,Radial Velocity,2010,Published Confirmed,124.26,0.3343,,14.6,Mass,0.055,,,0.3,0.32,,,,1,4,4.67517,10.16,5.01,8.8753
213,Transit,2017,Published Confirmed,1.2089819,0.0188,1.577,4.91,Mass,0.0,,4340.0,0.6,0.61,-0.26,[m/H],4.66,1,3,29.661,10.37,7.193,9.83773
214,Transit,2017,Published Confirmed,1.209,,1.571,4.89,Mass,,,4255.0,0.6,0.61,-0.28,[Fe/H],4.7,1,3,29.661,10.37,7.193,9.83773
215,Transit,2017,Published Confirmed,1.2089802,0.01888,1.62,3.42,Mass,,1172.0,4269.0,0.61,0.61,-0.5,[m/H],4.65,1,3,29.661,10.37,7.193,9.83773
216,Transit,2017,Published Confirmed,1.208966,0.0206,1.58,3.69,Mass,,1114.0,4219.0,0.62,0.64,-0.29,[Fe/H],4.66,1,3,29.661,10.37,7.193,9.83773
217,Transit,2017,Published Confirmed,3.6480957,0.03925,1.241,0.84,Mass,0.0,,4340.0,0.6,0.61,-0.26,[m/H],4.66,1,3,29.661,10.37,7.193,9.83773
218,Transit,2017,Published Confirmed,3.64823,0.0429,1.24,1.45,Mass,,771.0,4219.0,0.62,0.64,-0.29,[Fe/H],4.66,1,3,29.661,10.37,7.193,9.83773
219,Transit,2017,Published Confirmed,3.648083,0.03942,1.269,2.42,Mass,,811.0,4269.0,0.61,0.61,-0.5,[m/H],4.65,1,3,29.661,10.37,7.193,9.83773
220,Transit,2017,Published Confirmed,6.2014698,0.05591,2.022,4.04,Mass,0.0,,4340.0,0.6,0.61,-0.26,[m/H],4.66,1,3,29.661,10.37,7.193,9.83773
221,Transit,2017,Published Confirmed,6.20142,0.0611,2.04,2.35,Mass,,646.0,4219.0,0.62,0.64,-0.29,[Fe/H],4.66,1,3,29.661,10.37,7.193,9.83773
222,Transit,2017,Published Confirmed,6.201467,0.05615,2.07,5.2,Mass,,680.0,4269.0,0.61,0.61,-0.5,[m/H],4.65,1,3,29.661,10.37,7.193,9.83773
223,Transit,2021,Published Confirmed,1.744579,0.0338,16.477,6261.21962,Mass,0.0,2300.0,7000.0,1.56,1.68,0.35,[Fe/H],4.27,1,1,655.013,12.316,11.181,12.2228
224,Imaging,2004,Published Confirmed,,,51.561,9852.73,Mass,,2400.0,4360.0,1.94,,,,,1,1,151.169,11.593,7.096,11.2608
225,Imaging,2004,Published Confirmed,,100.0,33.6,6356.0,Mass,,2650.0,,,0.7,,,,1,1,151.169,11.593,7.096,11.2608
226,Imaging,2010,Published Confirmed,,300.0,,4258.7,Mass,,,,,0.6,,,,1,1,108.5,12.416,9.152,11.8633
227,Imaging,2010,Published Confirmed,,,20.176,4767.45,Mass,,2200.0,4432.0,0.9,0.69,,,4.37,1,1,108.5,12.416,9.152,11.8633
228,Imaging,2010,Published Confirmed,,320.0,,5300.0,Mass,,2300.0,4200.0,,0.9,,,,1,1,108.5,12.416,9.152,11.8633
229,Imaging,2010,Published Confirmed,,320.0,,5000.0,Mass,,2300.0,4200.0,,0.9,,,,1,1,108.5,12.416,9.152,11.8633
230,Imaging,2014,Published Confirmed,,2000.0,14.179,3591.3,Mass,,1050.0,,,0.33,0.1,[Fe/H],,1,1,47.5501,14.146,9.345,12.9656
231,Transit,2006,Published Confirmed,4.4652968,0.05561,14.785,168.13207,Mass,0.0,1322.0,5980.0,,,0.13,[Fe/H],4.38,2,1,158.979,9.827,8.858,10.1786
232,Transit,2006,Published Confirmed,4.46529976,0.05561,14.785,166.86075,Mass,,1322.0,5980.0,1.17,1.15,0.13,[Fe/H],4.36,2,1,158.979,9.827,8.858,10.1786
233,Transit,2006,Published Confirmed,4.46529,0.0551,15.244,168.4499,Mass,0.0,,5975.0,1.15,1.12,0.13,[Fe/H],4.45,2,1,158.979,9.827,8.858,10.1786
234,Transit,2006,Published Confirmed,4.4652934,,13.731,166.536,Mass,0.0,,,1.11,1.13,,,,2,1,158.979,9.827,8.858,10.1786
235,Transit,2006,Published Confirmed,4.46529976,0.0553,13.922,166.86075,Mass,0.011,,5980.0,1.14,1.13,0.13,,,2,1,158.979,9.827,8.858,10.1786
236,Transit,2006,Published Confirmed,4.4652934,0.05535,13.641,166.54292,Mass,,1291.0,5975.0,1.11,1.13,0.13,[Fe/H],4.4,2,1,158.979,9.827,8.858,10.1786
237,Transit,2006,Published Confirmed,4.46543,0.0553,13.922,169.08556,Mass,,1306.0,5975.0,1.14,1.13,0.13,[Fe/H],4.38,2,1,158.979,9.827,8.858,10.1786
238,Transit,2006,Published Confirmed,4.46,,14.796,168.4499,Mass,,1320.0,6051.18,1.18,1.13,0.158,[M/H],4.35,2,1,158.979,9.827,8.858,10.1786
239,Transit,2008,Published Confirmed,4.8878162,0.053,4.73,25.743,Mass,0.198,878.0,4780.0,0.75,0.81,0.31,[Fe/H],,1,2,37.7647,9.46,7.009,9.15098
240,Transit,2008,Published Confirmed,,,,24.02795,Mass,0.232,,,,0.81,0.33,[Fe/H],,1,2,37.7647,9.46,7.009,9.15098
241,Transit,2008,Published Confirmed,4.88781501,0.05259,4.45,26.69772,Mass,,838.0,4780.0,0.69,0.81,0.31,[Fe/H],4.66,1,2,37.7647,9.46,7.009,9.15098
242,Transit,2008,Published Confirmed,4.88782,,4.82,28.6047,Mass,0.2,,4708.0,0.77,0.88,0.29,[Fe/H],4.37,1,2,37.7647,9.46,7.009,9.15098
243,Radial Velocity,2018,Published Confirmed,3397.0,,,731.009,Mass,0.604,,,,0.81,,,,1,2,37.7647,9.46,7.009,9.15098
244,Transit,2009,Published Confirmed,3.21305992,0.03767,10.301,63.88383,Mass,,955.0,4665.0,0.68,0.69,-0.2,[Fe/H],4.61,1,1,142.751,12.665,10.108,12.4197
245,Transit,2009,Published Confirmed,3.21305929,0.03838,10.749,66.23577,Mass,0.035,,4650.0,0.7,0.73,0.29,,,1,1,142.751,12.665,10.108,12.4197
246,Transit,2009,Published Confirmed,,,,66.39469,Mass,0.026,,,,0.73,-0.29,[Fe/H],,1,1,142.751,12.665,10.108,12.4197
247,Transit,2009,Published Confirmed,3.21,,10.761,66.7443,Mass,,960.0,4652.87,0.7,0.74,-0.063,[M/H],4.61,1,1,142.751,12.665,10.108,12.4197
248,Transit,2009,Published Confirmed,3.2130598,0.0384,10.749,67.059,Mass,0.0,963.0,4650.0,0.7,0.73,-0.29,[Fe/H],4.61,1,1,142.751,12.665,10.108,12.4197
249,Transit,2009,Published Confirmed,3.2130579,,10.637,67.06213,Mass,0.0,975.0,4650.0,0.7,0.73,-0.29,[Fe/H],4.61,1,1,142.751,12.665,10.108,12.4197
250,Transit,2009,Published Confirmed,2.91626,0.0427,14.359,271.098,Mass,0.021,1653.0,5653.0,1.56,1.22,0.41,[Fe/H],4.13,1,2,246.81,10.421,8.975,10.4168
251,Transit,2009,Published Confirmed,2.9162381,,,285.72917,Mass,0.0133,,,,1.32,0.46,[Fe/H],,1,2,246.81,10.421,8.975,10.4168
252,Transit,2009,Published Confirmed,2.9162383,0.0427,14.359,280.64389,Mass,0.013,,5653.0,1.56,1.22,0.41,,,1,2,246.81,10.421,8.975,10.4168
253,Transit,2009,Published Confirmed,2.9162383,0.04383,16.668,285.72917,Mass,0.007,,,1.76,1.32,,,,1,2,246.81,10.421,8.975,10.4168
254,Transit,2009,Published Confirmed,2.9162382,0.0431,16.668,287.95398,Mass,0.0133,1740.0,5653.0,,,0.41,[Fe/H],4.13,1,2,246.81,10.421,8.975,10.4168
255,Transit,2009,Published Confirmed,2.91625,,14.258,270.462,Mass,0.0133,,,,,,,,1,2,246.81,10.421,8.975,10.4168
256,Transit,2010,Published Confirmed,,,,736.09428,Mass,0.115,,,,1.42,0.07,[Fe/H],,2,1,222.663,9.988,8.851,9.87283
257,Transit,2010,Published Confirmed,4.62767,,15.917,1093.3352,Mass,0.11,,6600.0,1.82,2.65,0.11,[Fe/H],4.25,2,1,222.663,9.988,8.851,9.87283
258,Transit,2010,Published Confirmed,4.627669,,12.801,709.39656,Mass,0.107,,,1.47,1.39,,,,2,1,222.663,9.988,8.851,9.87283
259,Transit,2010,Published Confirmed,4.627682,0.06062,12.89,731.96249,Mass,0.1074,,6600.0,1.47,1.39,0.11,,,2,1,222.663,9.988,8.851,9.87283
260,Transit,2010,Published Confirmed,4.6276691,0.06108,13.664,721.79193,Mass,,1624.0,6600.0,1.59,1.42,0.11,[Fe/H],4.19,2,1,222.663,9.988,8.851,9.87283
261,Transit,2010,Published Confirmed,4.627649,0.0596,13.451,724.6524,Mass,0.066,1612.0,6583.0,1.53,1.32,0.08,[M/H],4.1,2,1,222.663,9.988,8.851,9.87283
262,Transit,2010,Published Confirmed,4.627669,0.0606,12.89,709.367,Mass,0.107,1570.0,6600.0,1.47,1.39,0.11,[Fe/H],4.25,2,1,222.663,9.988,8.851,9.87283
263,Transit,2010,Published Confirmed,10.863502,0.0964,12.016,618.471,Mass,0.19,904.0,5568.0,1.08,1.01,0.22,[Fe/H],4.38,1,1,192.516,12.41,9.641,11.7232
264,Transit,2010,Published Confirmed,10.863502,0.0965,12.016,619.45067,Mass,0.2,,5568.0,1.08,1.01,0.22,,,1,1,192.516,12.41,9.641,11.7232
265,Transit,2010,Published Confirmed,,,,649.32669,Mass,0.208,,,,1.01,0.31,[Fe/H],,1,1,192.516,12.41,9.641,11.7232
266,Transit,2010,Published Confirmed,10.8635,,11.882,616.5902,Mass,0.19,,5568.0,1.07,1.0,0.22,[Fe/H],4.38,1,1,192.516,12.41,9.641,11.7232
267,Transit,2010,Published Confirmed,,,,1341.2426,Mass,0.0423,,,,1.22,0.12,[Fe/H],,3,1,226.637,10.911,9.553001,10.7568
268,Transit,2010,Published Confirmed,2.77596,,14.46,1332.66119,Mass,0.036,,6158.0,,1.2,,,,3,1,226.637,10.911,9.553001,10.7568
269,Transit,2010,Published Confirmed,2.7759712,0.04134,14.448,1341.56043,Mass,0.0462,,6158.0,1.24,1.22,0.17,,,3,1,226.637,10.911,9.553001,10.7568
270,Transit,2010,Published Confirmed,2.77597024,0.0413,13.339,1331.38987,Mass,0.034,1571.0,6158.0,,,0.17,[Fe/H],4.34,3,1,226.637,10.911,9.553001,10.7568
271,Transit,2010,Published Confirmed,2.77596,0.0413,14.448,1332.605,Mass,0.036,1626.0,6158.0,1.24,1.22,0.17,[Fe/H],4.34,3,1,226.637,10.911,9.553001,10.7568
272,Transit,2010,Published Confirmed,10.338523,0.0882,11.321,169.71,Mass,0.342,792.0,5246.0,0.84,0.86,0.0,[Fe/H],4.52,1,2,92.3831,10.375,8.544,10.2743
273,Transit,2010,Published Confirmed,10.338523,0.0882,11.321,170.67471,Mass,0.3417,,5246.0,0.84,0.86,0.0,,,1,2,92.3831,10.375,8.544,10.2743
274,Transit,2010,Published Confirmed,10.33852,,11.769,184.3414,Mass,0.35,,5246.0,0.87,0.99,0.0,[Fe/H],4.53,1,2,92.3831,10.375,8.544,10.2743
275,Transit,2010,Published Confirmed,,,,184.3414,Mass,0.342,,,,0.86,0.06,[Fe/H],,1,2,92.3831,10.375,8.544,10.2743
276,Transit,2010,Published Confirmed,5.508023,0.0559,11.153,62.61,Mass,0.084,852.0,4803.0,0.75,0.77,0.1,[Fe/H],4.57,1,1,161.4,12.597,10.234,12.3682
277,Transit,2010,Published Confirmed,5.507978,0.0559,10.615,62.29468,Mass,0.009,841.0,4870.0,0.72,0.77,0.1,[Fe/H],4.61,1,1,161.4,12.597,10.234,12.3682
278,Transit,2010,Published Confirmed,,,,58.16289,Mass,0.106,,,,0.77,0.14,[Fe/H],,1,1,161.4,12.597,10.234,12.3682
279,Transit,2010,Published Confirmed,5.508023,0.05596,11.153,63.566,Mass,0.087,,4803.0,0.75,0.77,0.1,,,1,1,161.4,12.597,10.234,12.3682
280,Transit,2010,Published Confirmed,4.008778,0.0466,12.689,92.802,Mass,0.067,1010.0,4990.0,0.82,0.84,0.23,[Fe/H],4.54,1,1,202.078,12.826,10.546,12.5567
281,Transit,2010,Published Confirmed,4.008778,0.04664,12.689,90.26372,Mass,0.024,,4990.0,0.82,0.84,0.23,,,1,1,202.078,12.826,10.546,12.5567
282,Transit,2007,Published Confirmed,5.63332,0.0679,11.243,2771.4776,Mass,,1398.0,6290.0,1.51,1.31,0.12,[Fe/H],4.2,1,1,127.774,8.72,7.603,8.59842
283,Transit,2007,Published Confirmed,5.6,0.068,12.3,2828.6,Mass,0.5,1700.0,6300.0,,,,,,1,1,127.774,8.72,7.603,8.59842
284,Transit,2007,Published Confirmed,5.6334754,0.0688,12.969,2765.121,Mass,0.50833,,6290.0,1.64,1.36,0.14,,,1,1,127.774,8.72,7.603,8.59842
285,Transit,2007,Published Confirmed,5.6334729,0.0674,13.339,2777.8342,Mass,,1516.0,6290.0,1.68,1.28,0.14,[Fe/H],4.09,1,1,127.774,8.72,7.603,8.59842
286,Transit,2007,Published Confirmed,5.63341,0.0677,11.007,2873.1832,Mass,0.52,,6290.0,1.47,1.3,0.12,,4.21,1,1,127.774,8.72,7.603,8.59842
287,Transit,2007,Published Confirmed,,,,3175.1217,Mass,0.5079,,,,1.36,0.14,[Fe/H],,1,1,127.774,8.72,7.603,8.59842
288,Transit,2007,Published Confirmed,5.63347,,13.451,3632.7969,Mass,0.52,,6412.0,1.71,1.93,0.06,[Fe/H],4.16,1,1,127.774,8.72,7.603,8.59842
289,Transit,2007,Published Confirmed,5.63341,0.0677,10.66,2739.6946,Mass,0.5163,,,1.42,1.3,0.11,,,1,1,127.774,8.72,7.603,8.59842
290,Transit,2007,Published Confirmed,5.6334729,0.06878,12.969,2888.95,Mass,0.5171,1540.0,6290.0,1.64,1.36,0.14,[Fe/H],4.16,1,1,127.774,8.72,7.603,8.59842
291,Transit,2010,Published Confirmed,2.875317,0.0361,9.718,2302.899,Mass,0.015,970.0,4595.0,0.69,0.76,0.35,[Fe/H],4.63,1,1,71.0374,11.231,8.601,10.9903
292,Transit,2010,Published Confirmed,2.9,0.036,9.75,2320.1,Mass,0.0,950.0,4600.0,,,,,,1,1,71.0374,11.231,8.601,10.9903
293,Transit,2010,Published Confirmed,2.87531694,0.03593,11.489,2294.7326,Mass,0.0172,964.0,4595.0,0.68,0.74,0.22,[Fe/H],4.52,1,1,71.0374,11.231,8.601,10.9903
294,Transit,2010,Published Confirmed,,,,2301.0892,Mass,0.0158,,,,0.76,0.26,[Fe/H],,1,1,71.0374,11.231,8.601,10.9903
295,Transit,2010,Published Confirmed,2.8753186,0.03617,9.718,2310.6241,Mass,0.0158,,4595.0,0.69,0.76,0.35,,,1,1,71.0374,11.231,8.601,10.9903
296,Transit,2010,Published Confirmed,4.124481,0.0494,11.478,1291.289,Mass,0.228,1283.0,5588.0,1.1,0.95,0.01,[Fe/H],4.33,1,1,277.278,11.459,10.111,11.5583
297,Transit,2010,Published Confirmed,4.124481,0.0495,11.478,1261.7851,Mass,0.217,,5588.0,1.1,0.95,0.01,,,1,1,277.278,11.459,10.111,11.5583
298,Transit,2010,Published Confirmed,4.12448,,12.442,1547.8321,Mass,0.23,,5588.0,1.21,1.24,0.01,[Fe/H],4.33,1,1,277.278,11.459,10.111,11.5583
299,Transit,2010,Published Confirmed,3.2122312,0.0414,12.106,682.69884,Mass,0.016,1463.0,5302.0,,,0.24,[Fe/H],4.36,2,1,81.7647,9.763,7.837,9.51936
300,Transit,2010,Published Confirmed,3.21223328,0.04171,11.882,696.68336,Mass,,1293.0,5314.0,1.06,0.94,0.3,[Fe/H],4.36,2,1,81.7647,9.763,7.837,9.51936
301,Transit,2010,Published Confirmed,3.21222,,12.89,785.0401,Mass,0.02,,5302.0,1.11,1.13,0.24,[Fe/H],4.36,2,1,81.7647,9.763,7.837,9.51936
302,Transit,2010,Published Confirmed,3.21222,0.04142,12.106,690.32676,Mass,0.002,,5302.0,1.04,0.92,0.24,,,2,1,81.7647,9.763,7.837,9.51936
303,Transit,2010,Published Confirmed,,,,685.55931,Mass,0.0064,,,,0.92,0.29,[Fe/H],,2,1,81.7647,9.763,7.837,9.51936
304,Transit,2010,Published Confirmed,3.21222,0.0414,12.106,682.352,Mass,0.016,1283.0,5302.0,1.04,0.92,0.24,[Fe/H],4.36,2,1,81.7647,9.763,7.837,9.51936
305,Transit,2010,Published Confirmed,1.212884,,15.356,664.2647,Mass,0.106,,5905.0,,,,,,1,1,364.813,11.937,10.791,12.1741
306,Transit,2010,Published Confirmed,1.21288,,12.218,425.8922,Mass,0.11,,5905.0,0.96,0.58,0.15,[Fe/H],4.33,1,1,364.813,11.937,10.791,12.1741
307,Transit,2010,Published Confirmed,1.21288287,0.0232,15.334,626.1251,Mass,0.052,,5905.0,1.2,1.13,0.15,,,1,1,364.813,11.937,10.791,12.1741
308,Transit,2010,Published Confirmed,1.21288287,0.02302,13.72,658.0,Mass,0.0,1951.0,5885.0,1.09,1.1,0.13,[Fe/H],4.41,1,1,364.813,11.937,10.791,12.1741
309,Transit,2010,Published Confirmed,1.212884,0.0232,15.334,664.237,Mass,0.106,2056.0,5905.0,1.2,1.13,0.15,[Fe/H],4.33,1,1,364.813,11.937,10.791,12.1741
